year,month,day,order,country,session ID,page 1 (main category),page 2 (clothing model),colour,location,model photography,price,price 2,page
2008,8,1,4,29,22129,2,B11,2,4,1,43,2,1
2008,8,1,5,29,22129,2,B11,2,4,1,43,2,1
2008,8,1,6,29,22129,2,B29,2,4,1,62,1,2
2008,8,1,7,29,22129,2,B11,2,4,1,43,2,1
2008,8,1,8,29,22129,2,B11,2,4,1,43,2,1
2008,8,1,9,29,22129,3,C32,2,5,1,33,2,2
2008,8,1,10,29,22129,2,B31,9,5,1,57,1,2
2008,8,1,11,29,22129,4,P33,9,5,1,43,1,2
2008,8,1,12,29,22129,4,P36,2,6,1,43,1,2
2008,8,1,13,29,22129,4,P41,9,2,2,43,1,3
2008,8,1,14,29,22129,2,B12,2,4,1,38,2,1
2008,8,1,15,29,22129,2,B22,2,2,1,67,1,2
2008,8,1,16,29,22129,2,B12,2,4,1,38,2,1
2008,8,1,17,29,22129,2,B11,2,4,1,43,2,1
2008,8,1,18,29,22129,2,B29,2,4,1,62,1,2
2008,8,1,19,29,22129,2,B31,9,5,1,57,1,2
2008,8,1,20,29,22129,2,B22,2,2,1,67,1,2
2008,8,1,21,29,22129,2,B19,13,1,1,38,2,2
2008,8,1,22,29,22129,2,B20,8,1,1,43,2,2
2008,8,1,23,29,22129,2,B27,2,3,1,57,1,2
2008,8,1,24,29,22129,3,C5,11,2,1,48,1,1
2008,8,1,25,29,22129,3,C46,2,4,1,48,1,3
2008,8,1,26,29,22129,3,C41,13,2,1,28,2,3
2008,8,1,27,29,22129,3,C27,11,3,1,48,1,2
2008,8,1,28,29,22129,3,C9,6,3,1,48,1,1
2008,8,1,1,29,22130,3,C17,14,6,1,48,1,1
2008,8,1,2,29,22130,1,A4,3,2,2,38,2,1
2008,8,1,3,29,22130,3,C17,14,6,1,48,1,1
2008,8,1,4,29,22130,3,C4,4,2,1,48,1,1
2008,8,1,5,29,22130,3,C11,7,4,1,33,2,1
2008,8,1,6,29,22130,4,P16,7,6,1,33,2,1
2008,8,1,7,29,22130,4,P9,4,3,2,23,2,1
2008,8,1,8,29,22130,4,P5,3,2,1,23,2,1
2008,8,1,1,29,22131,4,P6,2,2,1,43,1,1
2008,8,1,2,29,22131,4,P23,6,2,2,28,2,2
2008,8,1,3,29,22131,4,P19,2,1,1,48,1,2
2008,8,1,4,29,22131,4,P39,14,1,1,43,1,3
2008,8,1,5,29,22131,4,P43,7,3,2,38,1,3
2008,8,1,1,21,22132,2,B13,12,5,2,62,1,1
2008,8,1,2,21,22132,2,B13,12,5,2,62,1,1
2008,8,1,1,29,22133,2,B34,2,6,1,48,2,2
2008,8,1,2,29,22133,2,B33,6,5,2,33,2,2
2008,8,1,3,29,22133,2,B26,13,3,1,57,1,2
2008,8,1,4,29,22133,1,A1,8,1,1,28,2,1
2008,8,1,5,29,22133,1,A2,3,1,1,43,2,1
2008,8,1,6,29,22133,1,A18,4,6,1,38,2,1
2008,8,1,7,29,22133,1,A7,3,3,1,43,2,1
2008,8,1,8,29,22133,1,A5,3,2,1,43,2,1
2008,8,1,9,29,22133,4,P15,4,5,2,38,1,1
2008,8,1,10,29,22133,4,P34,9,6,2,48,1,2
2008,8,1,11,29,22133,4,P23,6,2,2,28,2,2
2008,8,1,1,29,22134,4,P6,2,2,1,43,1,1
2008,8,1,2,29,22134,4,P32,3,5,2,43,1,2
2008,8,1,3,29,22134,4,P35,4,6,1,28,2,2
2008,8,1,4,29,22134,4,P26,4,3,1,43,1,2
2008,8,1,5,29,22134,4,P36,2,6,1,43,1,2
2008,8,1,6,29,22134,4,P25,2,3,2,43,1,2
2008,8,1,7,29,22134,4,P64,12,4,2,28,2,4
2008,8,1,8,29,22134,3,C7,13,3,1,48,1,1
2008,8,1,9,29,22134,1,A14,3,5,1,60,1,1
2008,8,1,10,29,22134,4,P2,3,1,1,28,2,1
2008,8,1,1,29,22135,4,P25,2,3,2,43,1,2
2008,8,1,2,29,22135,4,P18,2,6,1,28,2,1
2008,8,1,3,29,22135,3,C58,14,2,2,48,1,4
2008,8,1,1,29,22136,2,B4,10,2,1,52,1,1
2008,8,1,2,29,22136,4,P15,4,5,2,38,1,1
2008,8,1,3,29,22136,4,P40,4,2,1,43,1,3
2008,8,1,4,29,22136,4,P40,4,2,1,43,1,3
2008,8,1,5,29,22136,4,P50,6,5,2,33,2,3
2008,8,1,6,29,22136,4,P68,2,5,2,43,1,4
2008,8,1,7,29,22136,3,C58,14,2,2,48,1,4
2008,8,1,8,29,22136,3,C59,5,2,2,52,1,4
2008,8,1,9,29,22136,3,C56,6,1,2,57,1,4
2008,8,1,10,29,22136,3,C55,13,1,1,48,1,4
2008,8,1,11,29,22136,3,C55,13,1,1,48,1,4
2008,8,1,12,29,22136,3,C55,13,1,1,48,1,4
2008,8,1,13,29,22136,4,P68,2,5,2,43,1,4
2008,8,1,1,29,22137,4,P5,3,2,1,23,2,1
2008,8,1,2,29,22137,4,P17,2,6,2,38,1,1
2008,8,1,3,29,22137,1,A1,8,1,1,28,2,1
2008,8,1,4,29,22137,1,A2,3,1,1,43,2,1
2008,8,1,5,29,22137,1,A6,3,2,1,43,2,1
2008,8,1,6,29,22137,2,B1,4,1,1,57,1,1
2008,8,1,7,29,22137,2,B12,2,4,1,38,2,1
2008,8,1,8,29,22137,2,B15,9,5,1,38,2,1
2008,8,1,9,29,22137,2,B13,12,5,2,62,1,1
2008,8,1,1,29,22138,1,A2,3,1,1,43,2,1
2008,8,1,2,29,22138,1,A7,3,3,1,43,2,1
2008,8,1,3,29,22138,1,A8,3,3,1,62,1,1
2008,8,1,4,29,22138,1,A11,3,4,1,62,1,1
2008,8,1,5,29,22138,2,B4,10,2,1,52,1,1
2008,8,1,6,29,22138,2,B10,2,4,1,67,1,1
2008,8,1,7,29,22138,2,B13,12,5,2,62,1,1
2008,8,1,1,29,22139,3,C35,9,6,1,50,1,2
2008,8,1,2,29,22139,3,C30,2,4,2,28,2,2
2008,8,1,1,29,22140,3,C49,4,5,2,26,2,3
2008,8,1,2,29,22140,3,C4,4,2,1,48,1,1
2008,8,1,3,29,22140,3,C50,9,5,2,20,2,3
2008,8,1,4,29,22140,3,C21,14,1,1,57,1,2
2008,8,1,5,29,22140,3,C29,6,4,2,52,1,2
2008,8,1,6,29,22140,3,C8,2,3,2,48,1,1
2008,8,1,7,29,22140,1,A11,3,4,1,62,1,1
2008,8,1,8,29,22140,1,A38,6,1,1,62,1,3
2008,8,1,9,29,22140,1,A6,3,2,1,43,2,1
2008,8,1,10,29,22140,1,A1,8,1,1,28,2,1
2008,8,1,11,29,22140,1,A7,3,3,1,43,2,1
2008,8,1,12,29,22140,3,C50,9,5,2,20,2,3
2008,8,1,1,29,22141,3,C34,7,6,1,48,1,2
2008,8,1,2,29,22141,3,C49,4,5,2,26,2,3
2008,8,1,3,29,22141,3,C41,13,2,1,28,2,3
2008,8,1,4,29,22141,3,C46,2,4,1,48,1,3
2008,8,1,1,29,22142,1,A26,2,3,1,38,2,2
2008,8,1,2,29,22142,1,A41,4,2,1,43,2,3
2008,8,1,3,29,22142,4,P6,2,2,1,43,1,1
2008,8,1,1,29,22143,2,B34,2,6,1,48,2,2
2008,8,1,2,29,22143,3,C25,2,3,1,33,2,2
2008,8,1,3,29,22143,3,C30,2,4,2,28,2,2
2008,8,1,4,29,22143,3,C40,14,2,2,28,2,3
2008,8,1,5,29,22143,4,P34,9,6,2,48,1,2
2008,8,1,6,29,22143,4,P43,7,3,2,38,1,3
2008,8,1,7,29,22143,4,P59,2,2,2,38,1,4
2008,8,1,1,29,22144,1,A18,4,6,1,38,2,1
2008,8,1,1,29,22145,1,A42,6,2,1,28,2,3
2008,8,1,1,29,22146,4,P36,2,6,1,43,1,2
2008,8,1,1,29,22147,1,A11,3,4,1,62,1,1
2008,8,1,2,29,22147,1,A21,1,1,1,62,1,2
2008,8,1,3,29,22147,2,B4,10,2,1,52,1,1
2008,8,1,4,29,22147,4,P20,7,1,1,23,2,2
2008,8,1,5,29,22147,4,P68,2,5,2,43,1,4
2008,8,1,6,29,22147,4,P23,6,2,2,28,2,2
2008,8,1,7,29,22147,4,P33,9,5,1,43,1,2
2008,8,1,1,29,22148,2,B10,2,4,1,67,1,1
2008,8,1,1,29,22149,4,P8,2,3,1,28,2,1
2008,8,1,2,29,22149,4,P7,4,3,2,28,2,1
2008,8,1,3,29,22149,4,P6,2,2,1,43,1,1
2008,8,1,4,29,22149,4,P17,2,6,2,38,1,1
2008,8,1,5,29,22149,4,P14,2,5,2,38,1,1
2008,8,1,6,29,22149,4,P3,2,1,1,48,1,1
2008,8,1,7,29,22149,1,A4,3,2,2,38,2,1
2008,8,1,8,29,22149,1,A26,2,3,1,38,2,2
2008,8,1,9,29,22149,1,A29,2,4,1,60,1,2
2008,8,1,10,29,22149,1,A3,3,1,1,72,1,1
2008,8,1,11,29,22149,1,A4,3,2,2,38,2,1
2008,8,1,12,29,22149,1,A41,4,2,1,43,2,3
2008,8,1,13,29,22149,4,P5,3,2,1,23,2,1
2008,8,1,14,29,22149,1,A27,3,3,1,55,1,2
2008,8,1,15,29,22149,1,A31,6,5,2,62,1,2
2008,8,1,16,29,22149,1,A29,2,4,1,60,1,2
2008,8,1,17,29,22149,1,A3,3,1,1,72,1,1
2008,8,1,18,29,22149,1,A4,3,2,2,38,2,1
2008,8,1,1,29,22150,2,B17,6,6,2,38,2,1
2008,8,1,1,29,22151,4,P6,2,2,1,43,1,1
2008,8,1,2,29,22151,4,P15,4,5,2,38,1,1
2008,8,1,3,29,22151,2,B4,10,2,1,52,1,1
2008,8,1,4,29,22151,3,C1,4,1,2,28,2,1
2008,8,1,5,29,22151,3,C3,6,1,2,23,2,1
2008,8,1,6,29,22151,3,C6,6,2,1,33,2,1
2008,8,1,7,29,22151,3,C7,13,3,1,48,1,1
2008,8,1,8,29,22151,3,C9,6,3,1,48,1,1
2008,8,1,9,29,22151,3,C13,9,5,1,48,1,1
2008,8,1,10,29,22151,3,C12,14,4,1,43,1,1
2008,8,1,11,29,22151,3,C14,9,5,1,23,2,1
2008,8,1,12,29,22151,3,C17,14,6,1,48,1,1
2008,8,1,13,29,22151,3,C18,9,6,1,48,1,1
2008,8,1,14,29,22151,3,C32,2,5,1,33,2,2
2008,8,1,15,29,22151,3,C35,9,6,1,50,1,2
2008,8,1,16,29,22151,3,C33,14,5,1,48,1,2
2008,8,1,17,29,22151,3,C33,14,5,1,48,1,2
2008,8,1,18,29,22151,3,C33,14,5,1,48,1,2
2008,8,1,19,29,22151,3,C28,2,4,2,48,1,2
2008,8,1,20,29,22151,3,C30,2,4,2,28,2,2
2008,8,1,21,29,22151,3,C54,14,6,1,57,1,3
2008,8,1,22,29,22151,3,C53,14,6,1,38,2,3
2008,8,1,23,29,22151,3,C56,6,1,2,57,1,4
2008,8,1,24,29,22151,3,C57,5,1,2,33,2,4
2008,8,1,25,29,22151,3,C58,14,2,2,48,1,4
2008,8,1,26,29,22151,3,C59,5,2,2,52,1,4
2008,8,1,1,29,22152,3,C1,4,1,2,28,2,1
2008,8,1,2,29,22152,3,C35,9,6,1,50,1,2
2008,8,1,3,29,22152,3,C50,9,5,2,20,2,3
2008,8,1,4,29,22152,1,A18,4,6,1,38,2,1
2008,8,1,5,29,22152,1,A13,1,5,1,28,2,1
2008,8,1,6,29,22152,1,A10,3,4,1,38,2,1
2008,8,1,7,29,22152,2,B4,10,2,1,52,1,1
2008,8,1,8,29,22152,2,B13,12,5,2,62,1,1
2008,8,1,9,29,22152,2,B23,7,2,1,38,2,2
2008,8,1,10,29,22152,2,B33,6,5,2,33,2,2
2008,8,1,11,29,22152,2,B23,7,2,1,38,2,2
2008,8,1,12,29,22152,2,B31,9,5,1,57,1,2
2008,8,1,13,29,22152,2,B34,2,6,1,48,2,2
2008,8,1,14,29,22152,2,B25,6,3,1,38,2,2
2008,8,1,15,29,22152,3,C16,13,6,1,28,2,1
2008,8,1,16,29,22152,3,C1,4,1,2,28,2,1
2008,8,1,17,29,22152,3,C13,9,5,1,48,1,1
2008,8,1,18,29,22152,4,P6,2,2,1,43,1,1
2008,8,1,19,29,22152,4,P16,7,6,1,33,2,1
2008,8,1,20,29,22152,4,P15,4,5,2,38,1,1
2008,8,1,21,29,22152,4,P20,7,1,1,23,2,2
2008,8,1,22,29,22152,4,P33,9,5,1,43,1,2
2008,8,1,23,29,22152,4,P48,9,4,2,33,2,3
2008,8,1,24,29,22152,4,P70,6,6,2,38,1,4
2008,8,1,25,29,22152,4,P57,4,1,1,43,1,4
2008,8,1,26,29,22152,3,C16,13,6,1,28,2,1
2008,8,1,1,29,22153,1,A1,8,1,1,28,2,1
2008,8,1,2,29,22153,4,P1,3,1,1,38,1,1
2008,8,1,3,29,22153,4,P2,3,1,1,28,2,1
2008,8,1,4,29,22153,4,P3,2,1,1,48,1,1
2008,8,1,5,29,22153,1,A1,8,1,1,28,2,1
2008,8,1,6,29,22153,1,A2,3,1,1,43,2,1
2008,8,1,7,29,22153,1,A3,3,1,1,72,1,1
2008,8,1,8,29,22153,1,A4,3,2,2,38,2,1
2008,8,1,9,29,22153,4,P5,3,2,1,23,2,1
2008,8,1,10,29,22153,4,P3,2,1,1,48,1,1
2008,8,1,11,29,22153,4,P10,4,4,2,65,1,1
2008,8,1,12,29,22153,4,P11,4,4,2,38,1,1
2008,8,1,13,29,22153,4,P12,4,4,1,33,2,1
2008,8,1,14,29,22153,4,P13,4,5,1,38,1,1
2008,8,1,15,29,22153,1,A4,3,2,2,38,2,1
2008,8,1,16,29,22153,4,P3,2,1,1,48,1,1
2008,8,1,17,29,22153,1,A1,8,1,1,28,2,1
2008,8,1,1,29,22154,1,A11,3,4,1,62,1,1
2008,8,1,2,29,22154,1,A7,3,3,1,43,2,1
2008,8,1,3,29,22154,1,A37,2,1,1,62,1,3
2008,8,1,4,29,22154,3,C40,14,2,2,28,2,3
2008,8,1,5,29,22154,3,C49,4,5,2,26,2,3
2008,8,1,6,29,22154,3,C58,14,2,2,48,1,4
2008,8,1,7,29,22154,2,B4,10,2,1,52,1,1
2008,8,1,8,29,22154,2,B33,6,5,2,33,2,2
2008,8,1,1,29,22155,1,A5,3,2,1,43,2,1
2008,8,1,2,29,22155,1,A9,3,3,1,82,1,1
2008,8,1,1,29,22156,4,P2,3,1,1,28,2,1
2008,8,1,2,29,22156,4,P14,2,5,2,38,1,1
2008,8,1,3,29,22156,4,P33,9,5,1,43,1,2
2008,8,1,4,29,22156,4,P43,7,3,2,38,1,3
2008,8,1,5,29,22156,4,P49,14,5,1,33,2,3
2008,8,1,1,29,22157,1,A5,3,2,1,43,2,1
2008,8,1,2,29,22157,1,A1,8,1,1,28,2,1
2008,8,1,3,29,22157,1,A8,3,3,1,62,1,1
2008,8,1,4,29,22157,1,A5,3,2,1,43,2,1
2008,8,1,5,29,22157,1,A2,3,1,1,43,2,1
2008,8,1,6,29,22157,1,A10,3,4,1,38,2,1
2008,8,1,7,29,22157,2,B29,2,4,1,62,1,2
2008,8,1,1,29,22158,2,B15,9,5,1,38,2,1
2008,8,1,2,29,22158,1,A1,8,1,1,28,2,1
2008,8,1,3,29,22158,1,A1,8,1,1,28,2,1
2008,8,1,1,29,22159,4,P12,4,4,1,33,2,1
2008,8,1,2,29,22159,1,A5,3,2,1,43,2,1
2008,8,1,3,29,22159,4,P17,2,6,2,38,1,1
2008,8,1,4,29,22159,2,B11,2,4,1,43,2,1
2008,8,1,5,29,22159,2,B8,4,3,2,52,1,1
2008,8,1,1,29,22160,1,A4,3,2,2,38,2,1
2008,8,1,2,29,22160,1,A5,3,2,1,43,2,1
2008,8,1,3,29,22160,1,A5,3,2,1,43,2,1
2008,8,1,4,29,22160,1,A42,6,2,1,28,2,3
2008,8,1,5,29,22160,1,A38,6,1,1,62,1,3
2008,8,1,6,29,22160,1,A37,2,1,1,62,1,3
2008,8,1,7,29,22160,2,B2,3,1,2,57,1,1
2008,8,1,8,29,22160,2,B29,2,4,1,62,1,2
2008,8,1,9,29,22160,2,B34,2,6,1,48,2,2
2008,8,1,10,29,22160,3,C49,4,5,2,26,2,3
2008,8,1,11,29,22160,3,C50,9,5,2,20,2,3
2008,8,1,12,29,22160,3,C40,14,2,2,28,2,3
2008,8,1,13,29,22160,4,P11,4,4,2,38,1,1
2008,8,1,14,29,22160,4,P6,2,2,1,43,1,1
2008,8,1,15,29,22160,4,P26,4,3,1,43,1,2
2008,8,1,16,29,22160,4,P26,4,3,1,43,1,2
2008,8,1,17,29,22160,4,P26,4,3,1,43,1,2
2008,8,1,18,29,22160,4,P37,2,1,1,43,1,3
2008,8,1,19,29,22160,4,P39,14,1,1,43,1,3
2008,8,1,20,29,22160,4,P41,9,2,2,43,1,3
2008,8,1,21,29,22160,4,P43,7,3,2,38,1,3
2008,8,1,22,29,22160,1,A2,3,1,1,43,2,1
2008,8,1,23,29,22160,1,A11,3,4,1,62,1,1
2008,8,1,24,29,22160,1,A7,3,3,1,43,2,1
2008,8,1,25,29,22160,1,A5,3,2,1,43,2,1
2008,8,1,26,29,22160,1,A7,3,3,1,43,2,1
2008,8,1,27,29,22160,3,C35,9,6,1,50,1,2
2008,8,1,28,29,22160,3,C29,6,4,2,52,1,2
2008,8,1,29,29,22160,3,C50,9,5,2,20,2,3
2008,8,1,1,29,22161,1,A1,8,1,1,28,2,1
2008,8,1,2,29,22161,1,A16,1,6,1,33,2,1
2008,8,1,3,29,22161,2,B17,6,6,2,38,2,1
2008,8,1,4,29,22161,2,B1,4,1,1,57,1,1
2008,8,1,5,29,22161,2,B3,12,1,1,52,1,1
2008,8,1,6,29,22161,2,B6,2,2,1,52,1,1
2008,8,1,7,29,22161,2,B9,1,3,1,48,2,1
2008,8,1,8,29,22161,2,B11,2,4,1,43,2,1
2008,8,1,9,29,22161,2,B12,2,4,1,38,2,1
2008,8,1,10,29,22161,2,B16,12,6,1,52,1,1
2008,8,1,11,29,22161,2,B19,13,1,1,38,2,2
2008,8,1,12,29,22161,2,B21,12,1,1,67,1,2
2008,8,1,13,29,22161,2,B23,7,2,1,38,2,2
2008,8,1,14,29,22161,2,B29,2,4,1,62,1,2
2008,8,1,15,29,22161,3,C2,12,1,1,43,1,1
2008,8,1,16,29,22161,3,C17,14,6,1,48,1,1
2008,8,1,17,29,22161,3,C22,11,2,2,43,1,2
2008,8,1,18,29,22161,3,C26,14,3,1,28,2,2
2008,8,1,19,29,22161,3,C27,11,3,1,48,1,2
2008,8,1,20,29,22161,3,C33,14,5,1,48,1,2
2008,8,1,21,29,22161,3,C36,14,6,1,43,1,2
2008,8,1,22,29,22161,3,C40,14,2,2,28,2,3
2008,8,1,23,29,22161,3,C46,2,4,1,48,1,3
2008,8,1,24,29,22161,4,P8,2,3,1,28,2,1
2008,8,1,25,29,22161,4,P4,4,2,1,38,1,1
2008,8,1,26,29,22161,4,P49,14,5,1,33,2,3
2008,8,1,1,29,22162,3,C5,11,2,1,48,1,1
2008,8,1,2,29,22162,1,A2,3,1,1,43,2,1
2008,8,1,3,29,22162,1,A2,3,1,1,43,2,1
2008,8,1,1,29,22163,2,B10,2,4,1,67,1,1
2008,8,1,2,29,22163,2,B21,12,1,1,67,1,2
